MAGs	16S_rRNA	23S_rRNA	5S_rRNA	CDSs	coding density	Count	CRISPR arrays	GC	hypotheticals	Length	N ratio	N50	ncRNA regions	ncRNAs	oriCs	oriTs	oriVs	pseudogenes	rRNAs	signal peptides	sORFs	tmRNAs	tRNAs
GL72_DN_concoct_12_sub	0	0	0	2423	80.5	560	0	64.4	1006	2405579	0	5105	6	1	0	0	0	13	0	0	0	1	26
GL72_DN_concoct_167_sub	0	0	0	2085	82.7	541	0	65.6	758	2034456	0	4303	5	3	0	0	0	1	0	0	0	0	35
GL72_DN_concoct_181	0	0	0	2873	81.9	635	0	59.7	1902	2921054	0	5803	2	1	0	0	0	1	0	0	0	1	27
GL72_DN_concoct_184	0	0	1	3887	84.9	402	1	58.2	2389	4706186	0	18521	4	2	0	0	0	0	1	0	0	0	41
GL72_DN_concoct_216	0	0	0	2897	89.8	178	0	51.3	905	2776058	0	25136	6	9	0	0	0	2	0	0	0	1	42
GL72_DN_concoct_217	0	0	0	3919	78.9	985	4	66.1	1645	4065599	0	4878	12	6	0	0	0	11	0	0	2	1	36
GL72_DN_concoct_256	0	0	0	2908	81.3	491	0	49.9	1344	3044158	0	8159	4	1	0	0	0	1	0	0	0	1	39
GL72_DN_concoct_34	0	0	3	4073	72.7	1087	2	51	2689	4753236	0	5266	7	4	0	0	0	3	3	0	0	1	28
GL72_DN_concoct_53_sub	0	0	0	1913	76.8	498	0	30.5	764	2124171	0	4952	3	3	0	0	0	3	0	0	0	1	23
GL72_DN_concoct_64	0	0	0	4277	84.6	708	0	64.9	1603	4461502	0	7864	7	6	0	0	0	3	0	0	0	0	31
GL72_DN_concoct_71	0	0	0	2604	85.2	421	0	60	937	2500591	0	7452	5	4	0	0	0	3	0	0	0	0	32
GL72_DN_concoct_9_sub	1	0	0	4592	77.7	835	1	59.5	2565	5521357	0	8393	1	28	0	0	0	9	1	0	0	0	36
GL72_DN_metabat_113	0	0	0	3203	78.5	713	0	63.6	1697	3660001	0	5509	6	54	0	0	0	7	0	0	0	1	27
GL72_DN_metabat_127_sub	0	0	0	3188	85.4	521	2	56.8	890	3162760	0	7180	11	6	0	0	0	5	0	0	0	0	23
GL72_DN_metabat_143	0	0	1	2631	85.4	246	0	34.6	1458	2885324	0	15939	2	3	0	0	0	1	1	0	0	0	23
GL72_DN_metabat_162_sub	0	0	0	3394	83.7	580	0	61.7	913	3484745	0	7061	9	5	0	0	0	18	0	0	0	0	21
GL72_DN_metabat_164_sub	0	0	0	4370	89.7	338	0	63.6	740	4550896	0	20658	14	7	0	0	0	8	0	0	0	0	39
GL72_DN_metabat_174_sub	0	0	0	4079	89.8	287	0	40.4	2518	4464586	0	25582	1	1	0	0	0	1	0	0	0	0	26
GL72_DN_metabat_177_sub	0	0	0	4190	79.7	771	0	50.1	2574	4972393	0	7625	1	6	0	0	0	2	0	0	0	0	31
GL72_DN_metabat_203_sub	0	0	0	4326	85.7	360	3	57.8	1576	4399591	0	17533	7	4	0	0	0	14	0	0	0	0	34
GL72_DN_metabat_34	0	0	0	2901	91.2	134	0	49.9	1816	2907222	0	36430	2	3	0	0	0	0	0	0	0	1	35
GL72_DN_metabat_85	0	0	0	3160	86.8	339	0	56.2	1099	3281187	0	13481	4	2	0	0	0	2	0	0	0	0	26
GL72_DN_metabinner_10	1	1	0	2047	91.7	35	0	46.9	1134	1864366	0	155688	1	4	0	0	0	1	2	0	0	0	38
GL72_DN_metabinner_12	0	0	0	5655	87.5	225	2	50.7	3173	7041646	0	47932	3	5	0	0	0	2	0	0	0	0	63
GL72_DN_metabinner_19	0	0	1	1865	90.6	93	1	46.2	441	1892773	0	36686	3	3	0	0	0	2	1	0	3	0	32
GL72_DN_metabinner_2	0	0	1	4704	93.1	166	4	58.6	1904	4997162	0	47907	7	2	0	0	0	6	1	0	2	1	44
GL72_DN_metabinner_23_sub	1	0	0	3891	79.5	768	2	40.6	1675	4276537	0	7104	4	1	0	0	0	4	1	0	0	1	27
GL72_DN_metabinner_28_sub	0	0	0	2792	91	238	0	64.1	1173	3134494	0	22245	5	1	0	0	0	2	0	0	0	0	31
GL72_DN_metabinner_34_sub	1	1	0	2931	88.2	223	0	41	2140	3212577	0	30586	0	3	0	0	0	0	2	0	0	0	40
GL72_DN_metabinner_43	1	1	1	903	82.7	114	0	48.1	571	833060	0	9567	0	1	0	0	0	1	3	0	0	0	34
GL72_DN_metabinner_52_sub	0	0	0	2351	91.1	141	0	62.8	591	2412489	0	24907	5	2	0	0	0	2	0	0	0	1	38
GL72_DN_metabinner_61	0	0	0	2572	82.4	514	3	56	814	2584162	0	6146	5	4	0	0	0	5	0	0	0	0	24
GL72_DN_metabinner_7	0	0	0	3506	85.6	324	2	40.2	1294	3925770	0	16169	4	2	0	0	0	5	0	0	0	0	31
GL72_DN_metabinner_8	0	0	1	3597	89.6	75	3	36.9	1190	4067099	0	75960	4	6	0	0	0	12	1	0	0	0	36
GL72_UP_concoct_0	0	0	0	3396	89.5	318	1	59.6	787	3386802	0	15842	7	5	0	0	0	20	0	0	2	1	41
GL72_UP_concoct_107	0	1	0	3886	78	847	1	61.3	1979	4763603	0	6667	1	12	0	0	0	0	1	0	0	0	41
GL72_UP_concoct_117	0	0	0	3710	88.6	201	0	63.4	1773	4389830	0	35158	3	30	0	0	0	1	0	0	0	1	51
GL72_UP_concoct_120	1	0	1	3428	80.7	925	0	63.6	1897	3485925	0	4373	4	2	0	0	0	1	2	0	0	1	37
GL72_UP_concoct_135_sub	0	0	0	4390	72.8	1674	0	58.5	2788	4257641	0	2563	0	4	0	0	0	3	0	0	0	0	24
GL72_UP_concoct_172_sub	0	0	0	2896	83.9	504	0	49.3	984	2842664	0	8271	10	5	0	0	0	8	0	0	0	0	44
GL72_UP_concoct_191	0	0	0	3239	84.2	790	0	65.4	1557	3361534	0	4832	5	3	0	0	0	5	0	0	0	0	28
GL72_UP_concoct_2	0	0	0	3546	85.4	562	4	55.6	1976	3404556	0	8165	2	6	0	0	0	4	0	0	0	0	41
GL72_UP_concoct_20	0	0	0	3895	87.6	291	1	62.1	1901	4903188	0	24198	4	32	0	0	0	2	1	0	0	1	38
GL72_UP_concoct_22	0	0	0	4562	86.7	602	0	59.4	1606	4637973	0	9537	8	4	0	0	0	9	0	0	1	1	31
GL72_UP_concoct_232	0	0	0	3960	78	1241	0	61.5	2621	4641644	0	4187	9	5	0	0	0	2	0	0	0	1	42
GL72_UP_concoct_239_sub	0	0	0	1901	82.5	358	0	61.9	1381	2128927	0	7887	1	1	0	0	0	1	0	0	0	1	38
GL72_UP_concoct_246	1	0	1	4519	86.9	421	0	58.6	2151	5603110	0	19761	4	3	0	0	0	2	2	0	0	1	51
GL72_UP_concoct_269	0	0	0	2905	79.6	863	0	60.6	1286	2819198	0	3497	4	3	0	0	0	3	0	0	1	0	18
GL72_UP_concoct_270_sub	0	0	0	2601	75.6	884	0	58.8	1080	2404670	0	2795	6	3	0	0	0	19	0	0	0	1	27
GL72_UP_concoct_294	0	0	0	5427	80	1236	2	58.9	2750	6791719	0	6689	1	40	0	0	0	23	0	0	0	0	53
GL72_UP_concoct_303	0	0	0	3638	86.4	335	0	61.1	1855	4345983	0	18188	3	5	0	0	0	5	0	0	0	1	40
GL72_UP_concoct_308_sub	0	0	1	4812	77.8	1306	2	59.9	2876	4964531	0	4355	3	3	0	0	0	3	1	0	0	0	33
GL72_UP_concoct_38_sub	0	0	0	3894	77	995	0	67.3	2395	4010911	0	4547	3	4	0	0	0	4	0	0	0	1	37
GL72_UP_concoct_68_sub	0	0	1	1282	77.9	383	0	50.3	425	1315870	0	4141	3	1	0	0	0	0	1	0	0	0	28
GL72_UP_concoct_70_sub	0	0	0	4056	80.3	1091	0	57.3	2190	3975709	0	4034	3	1	0	0	0	7	0	0	0	1	36
GL72_UP_metabat_156_sub	0	0	0	2897	82.8	604	1	67.8	978	2960121	0	5107	6	6	0	0	0	9	0	0	0	0	33
GL72_UP_metabat_178_sub	0	0	0	3703	88.9	250	1	61	977	3861999	0	31951	9	4	0	0	0	13	0	0	0	0	24
GL72_UP_metabat_244	0	0	1	2423	90.8	111	0	65.9	586	2458029	0	39169	7	4	0	0	0	1	1	0	0	0	44
GL72_UP_metabat_78	0	0	1	2156	90.7	224	0	66.3	812	2305601	0	14769	3	2	0	0	0	0	1	0	0	1	38
GL72_UP_metabat_91	0	0	1	698	88.3	46	0	38.5	333	676567	0	26249	0	1	0	0	0	0	1	0	0	1	39
GL72_UP_metabinner_1	0	0	0	1791	92.5	57	0	46.8	417	1800978	0	72066	6	3	1	0	0	0	0	0	0	1	48
GL72_UP_metabinner_105_sub	0	0	0	3254	80.8	628	0	57.8	1814	3384048	0	6271	1	5	0	0	0	1	0	0	0	0	34
GL72_UP_metabinner_127_sub	0	0	0	3170	89.1	221	0	58.7	668	3298716	0	27735	9	5	0	0	0	6	0	0	0	0	20
GL72_UP_metabinner_14	0	0	0	1429	83.1	241	0	57.4	463	1380876	0	7090	5	5	0	0	0	1	0	0	0	1	23
GL72_UP_metabinner_2	0	0	1	4220	88.7	192	2	44.4	1458	4685011	0	48546	4	3	0	0	0	6	1	0	0	0	40
GL72_UP_metabinner_28	0	0	1	3876	83.7	539	0	49.8	3041	4117756	0	10219	0	3	0	0	0	0	1	0	0	1	44
GL72_UP_metabinner_3	0	0	0	2530	88	115	0	52.5	742	2528437	0	29355	12	10	0	0	0	1	0	0	0	0	34
GL72_UP_metabinner_32	0	0	0	754	83.2	65	0	41.8	406	746579	0	23631	0	2	0	0	0	0	0	0	0	0	48
GL72_UP_metabinner_36_sub	0	0	1	2221	77.9	530	0	33.2	884	2514463	0	5415	3	3	0	0	0	2	1	0	0	1	27
GL72_UP_metabinner_5	0	0	1	3022	80.5	365	2	35.6	1348	3446959	0	12155	3	19	0	0	0	5	1	0	0	1	34
GL72_UP_metabinner_56	0	0	0	1765	80.4	348	3	44.3	490	1815537	0	6469	4	3	0	0	0	2	0	0	4	0	26
GL72_UP_metabinner_7	0	0	0	3045	83.3	220	2	36.2	1009	3503651	0	19113	6	2	0	0	0	21	0	0	0	0	19
GL72_UP_metabinner_9	0	1	0	3306	87	111	0	64	2010	3987697	0	62076	2	5	0	0	0	0	1	0	0	0	43
GL73_DN_concoct_124_sub	0	0	1	3471	76.9	820	0	44.6	1393	3854681	0	6181	3	3	0	0	0	1	1	0	0	0	28
GL73_DN_concoct_13_sub	0	0	0	3537	71.1	1354	0	61.3	2120	4039548	0	3129	2	14	0	0	0	8	0	0	0	0	30
GL73_DN_concoct_131	0	0	0	4424	73	1325	1	50.8	2712	5202874	0	4415	4	2	0	0	0	2	0	0	0	0	33
GL73_DN_concoct_157_sub	0	0	0	2685	70.9	970	1	34.8	1306	3177842	0	3576	3	12	0	0	0	1	0	0	0	1	13
GL73_DN_concoct_161	1	0	1	1274	89.8	62	0	55.1	764	1356465	0	42681	1	2	0	0	0	1	2	0	0	1	48
GL73_DN_concoct_173_sub	0	0	0	5956	78.1	1755	0	61.3	3648	6233701	0	3990	1	1	0	0	0	7	0	0	0	0	27
GL73_DN_concoct_207_sub	0	0	1	7696	89	940	0	68.9	4152	8485811	0	12178	5	4	0	0	0	3	1	0	0	3	54
GL73_DN_concoct_209	0	0	0	3808	86.4	601	0	61.7	1232	3901554	0	8151	7	6	0	0	0	5	0	0	0	0	30
GL73_DN_concoct_218_sub	0	0	0	5536	83.3	1122	0	63.3	2033	5538493	0	6400	8	4	0	0	0	10	0	0	0	0	30
GL73_DN_concoct_239_sub	0	0	0	5056	85.1	800	0	62	3072	5574656	0	8589	3	10	0	0	0	5	0	0	0	1	41
GL73_DN_concoct_42_sub	0	0	0	3306	82.3	787	0	59.3	1126	3244316	0	4808	10	5	0	0	0	10	0	0	1	0	26
GL73_DN_concoct_61	0	0	0	4739	79.5	1162	3	60	2873	5052477	0	5380	0	2	0	0	0	0	0	0	0	1	27
GL73_DN_concoct_64	0	0	0	6740	86.6	1156	0	69	4387	6903033	0	7406	3	1	0	0	0	1	0	0	0	1	42
GL73_DN_metabat_110_sub	1	0	0	6370	84.2	611	2	53.1	3293	7974021	0	19010	1	14	0	0	0	19	2	0	0	1	45
GL73_DN_metabat_33_sub	0	0	0	1640	86.1	168	0	43.9	415	1723301	0	13921	3	2	0	0	0	0	0	0	7	0	20
GL73_DN_metabat_76	0	0	0	4870	84.1	431	2	47.3	2579	5714071	0	18881	5	14	0	0	0	2	0	0	0	1	68
GL73_DN_metabinner_10	0	0	0	4336	89.2	194	0	50.3	2404	4544080	0	37294	6	4	0	0	0	0	0	0	0	0	42
GL73_DN_metabinner_17	0	0	1	3434	87.7	345	0	64.4	1321	3888242	0	18888	8	1	0	0	0	6	1	0	0	0	64
GL73_UP_concoct_156	0	0	1	4048	85	480	0	65.7	1106	4374261	0	11515	10	5	0	0	0	30	1	0	0	2	44
GL73_UP_concoct_17	0	0	1	2484	76.4	522	0	38.5	1222	3075472	0	7262	9	36	0	0	0	0	1	0	0	0	32
GL73_UP_concoct_64	0	0	0	1233	60.1	359	0	46.2	987	1138882	0	3378	1	1	0	0	0	0	0	0	0	0	33
GL73_UP_concoct_77	0	0	2	3389	90.1	231	2	51.5	1438	3788020	0	25304	3	4	0	0	0	2	2	0	0	1	44
GL73_UP_metabinner_6	1	0	0	543	77.4	107	0	37.5	395	550912	0	6188	0	1	0	0	0	0	1	0	0	0	22
GL74_DN_concoct_140	0	0	0	6306	85.9	498	1	52.8	3455	8032858	0	23897	3	24	0	0	0	6	0	0	0	1	44
GL74_DN_concoct_155_sub	0	0	0	6586	86.3	942	3	72.5	4070	7281994	0	9806	1	3	0	0	0	3	0	0	0	1	66
GL74_DN_concoct_188_sub	0	0	1	1821	84.4	279	0	52.8	1003	1790481	0	8569	5	2	0	0	0	1	1	0	0	0	38
GL74_DN_concoct_196	0	0	0	5092	88.7	455	1	62.2	2712	5945631	0	17867	4	11	0	0	0	7	0	0	0	0	40
GL74_DN_concoct_206_sub	0	0	0	2649	82.1	629	0	59.4	1204	2462722	0	4569	5	7	0	0	0	3	0	0	0	0	32
GL74_DN_concoct_21_sub	0	0	0	4027	84.6	333	1	39	1592	4648361	0	18685	5	3	0	0	0	4	0	0	0	1	35
GL74_DN_concoct_234_sub	1	0	1	2709	83.9	379	2	62.6	868	3064412	0	10816	3	3	0	0	0	7	1	0	0	0	36
GL74_DN_concoct_244	0	0	0	3380	86.9	282	1	55.1	1557	4079328	0	23081	4	11	0	0	0	3	0	0	0	1	43
GL74_DN_concoct_258_sub	1	0	0	1221	75.9	284	0	52.4	902	969055	0	3782	1	4	0	0	0	0	0	0	0	1	89
GL74_DN_concoct_272	0	0	0	3256	73.1	938	0	50.1	1738	3494030	0	4210	6	2	0	0	0	3	0	0	0	0	34
GL74_DN_concoct_278	1	0	0	4200	89.1	171	0	62.7	2055	4859120	0	46307	5	55	0	0	0	4	0	0	0	1	58
GL74_DN_concoct_38_sub	0	0	0	6044	82.4	1038	3	57.9	3476	7194902	0	8487	3	14	0	0	0	16	1	0	0	0	55
GL74_DN_concoct_41_sub	0	0	1	1102	68.8	425	0	44.8	726	1168086	0	2594	2	1	0	0	0	1	1	0	0	0	30
GL74_DN_concoct_50_sub	1	0	0	2927	86.8	302	1	60.2	1121	2935933	0	12057	0	4	0	0	0	2	0	0	0	0	26
GL74_DN_concoct_89	0	0	1	3588	87.1	425	0	62.5	1935	3574652	0	13352	5	4	0	0	0	2	1	0	0	1	35
GL74_DN_concoct_94	0	0	0	4965	83.6	934	0	64.4	2138	4914178	0	6714	3	3	0	0	0	8	0	0	0	1	48
GL74_DN_metabat_135_sub	0	0	0	2773	88.5	218	0	52	667	2801269	0	18120	8	4	0	0	0	4	0	0	1	1	31
GL74_DN_metabat_45	0	0	0	3944	89.8	206	2	53.2	1866	4394856	0	33224	4	15	0	0	0	9	0	0	0	0	42
GL74_DN_metabat_57	0	0	0	4641	87.7	613	0	68	1374	4880581	0	11639	12	7	0	0	0	12	0	0	0	1	33
GL74_DN_metabinner_10	0	0	0	3814	87.8	391	1	65.5	1154	4091048	0	14399	7	10	0	0	0	7	0	0	0	1	30
GL74_DN_metabinner_11	0	0	0	5886	78.7	1094	0	53.6	3347	6998169	0	8194	1	7	0	0	0	17	1	0	0	0	38
GL74_DN_metabinner_13	1	0	0	2011	90.8	67	0	46.3	472	2005770	0	51843	6	4	0	0	0	4	1	0	3	1	42
GL74_DN_metabinner_22	1	0	0	977	85.2	75	0	48.7	600	922103	0	18321	0	0	0	0	0	0	1	0	0	0	30
GL74_DN_metabinner_4_sub	0	0	0	5046	89.1	195	2	41.8	1891	5718127	0	55848	5	4	0	0	0	15	0	0	0	1	36
GL74_DN_metabinner_5	0	0	0	4363	88.7	235	0	41.1	1513	5012119	0	38886	5	3	0	0	0	5	0	0	0	1	39
GL74_DN_metabinner_50_sub	0	0	0	3732	85.2	656	0	66.9	1201	3723693	0	7010	10	4	0	0	0	5	0	0	0	0	21
GL74_DN_metabinner_53_sub	0	0	0	2709	86	337	0	32.9	972	3043231	0	15712	5	3	0	0	0	5	0	0	0	0	23
GL74_DN_metabinner_58	0	0	0	3590	85.5	424	0	55.9	1122	3510031	0	14197	8	5	0	0	0	18	0	0	0	0	38
GL74_DN_metabinner_6	0	0	1	3585	89	153	1	55.5	956	3684318	0	45982	11	8	0	0	0	10	1	0	0	1	40
GL74_DN_metabinner_7	0	0	0	3003	81.7	367	0	55.9	993	2946596	0	11648	4	5	0	0	0	27	0	0	0	1	37
GL74_UP_concoct_102_sub	0	0	0	1395	81.7	346	0	55.6	470	1321072	0	4364	5	3	0	0	0	0	0	0	0	0	24
GL74_UP_concoct_115	0	0	0	4377	81.5	1091	1	65.2	2697	4821125	0	5100	2	18	0	0	0	8	0	0	0	0	45
GL74_UP_concoct_120_sub	0	0	0	2677	73.9	948	0	56.9	1170	2648191	0	2909	6	4	0	0	0	2	0	0	0	0	18
GL74_UP_concoct_124_sub	0	0	0	901	80.5	185	0	51.2	612	879271	0	5754	0	2	0	0	0	0	0	0	0	0	30
GL74_UP_concoct_155	0	0	0	3962	83.2	794	0	71.3	1425	4094636	0	6495	10	3	0	0	0	4	0	0	0	2	39
GL74_UP_concoct_187_sub	0	0	0	3105	81.9	520	1	59.3	1678	3210185	0	7302	3	3	0	0	0	2	0	0	0	0	36
GL74_UP_concoct_21	0	0	0	4793	86.7	331	1	60.6	2250	5448467	0	23522	2	3	0	0	0	2	0	0	0	1	49
GL74_UP_concoct_263	0	0	0	3013	82.9	528	2	58.8	1084	3168081	0	7960	3	5	0	0	0	28	0	0	0	1	30
GL74_UP_concoct_297_sub	0	0	0	2742	82.6	499	0	52.4	827	2684908	0	6741	11	5	0	0	0	4	0	0	1	1	36
GL74_UP_concoct_31_sub	0	0	0	3987	87.9	458	1	60.2	2488	4555357	0	13177	7	4	0	0	0	0	0	0	0	1	40
GL74_UP_concoct_47	0	0	0	4815	84.6	523	2	56.7	2933	5483855	0	13971	4	4	0	0	0	4	0	0	0	0	40
GL74_UP_concoct_66_sub	0	0	0	4063	76.4	1283	0	58.5	2118	3809761	0	3078	4	4	0	0	0	4	0	0	1	0	24
GL74_UP_metabat_107_sub	0	0	0	3457	86.3	235	0	64	1770	4187117	0	26564	5	6	0	0	0	0	0	0	0	1	48
GL74_UP_metabat_108	0	0	1	4377	88.3	167	0	44.3	1573	4870130	0	46754	4	3	0	0	0	8	1	0	0	0	40
GL74_UP_metabat_127	0	0	0	1431	81.8	175	0	40.4	344	1527068	0	12682	2	4	0	0	0	5	0	0	5	0	19
GL74_UP_metabat_154	0	0	0	2816	86.3	428	0	64.9	1001	2749810	0	7821	5	4	0	0	0	5	0	0	0	1	42
GL74_UP_metabat_188_sub	0	0	1	4770	87.1	570	0	63.8	2345	4652541	0	10880	5	3	0	0	0	6	1	0	0	2	59
GL74_UP_metabat_189	1	0	1	933	90	13	0	43.9	510	862139	0	118136	1	2	0	0	0	0	2	0	0	0	32
GL74_UP_metabat_203	1	0	1	4283	89.6	146	2	46.6	1492	4598404	0	43339	22	3	0	0	0	5	2	0	0	1	44
GL74_UP_metabat_64	0	0	0	3993	82.5	692	0	63	2198	4368180	0	7260	2	15	0	0	0	9	0	0	0	1	37
GL74_UP_metabinner_10_sub	1	0	0	2713	88	219	1	64.1	1435	3165828	0	19778	2	2	0	0	0	3	1	0	0	1	37
GL74_UP_metabinner_11	0	0	1	4473	82.7	532	1	54.6	2385	4796334	0	13387	7	4	0	0	0	3	1	0	0	2	46
GL74_UP_metabinner_18	0	0	0	2666	82.3	325	0	37.1	966	3036590	0	13896	4	1	0	0	0	2	0	0	0	0	27
GL74_UP_metabinner_20_sub	0	0	1	1434	81.9	304	0	47.7	591	1469497	0	5896	4	1	0	0	0	0	1	0	0	0	20
GL74_UP_metabinner_24_sub	0	0	1	3750	72.9	866	0	46	2290	4018370	0	5154	3	6	0	0	0	3	1	0	0	0	26
GL74_UP_metabinner_25_sub	0	0	0	2986	80.2	570	2	57.7	1216	3066750	0	6689	6	2	0	0	0	7	0	0	0	0	25
GL74_UP_metabinner_37	0	0	0	1978	80.5	293	0	52.7	778	2192696	0	10442	4	2	0	0	0	0	0	0	0	0	15
GL74_UP_metabinner_42	0	0	0	2635	74.3	590	0	38.9	959	3134115	0	6268	5	45	0	0	0	31	0	0	0	0	14
GL74_UP_metabinner_7	0	0	1	2797	89.7	96	0	39.8	1152	3313127	0	58328	4	3	0	0	0	0	1	0	0	1	32
GL74_UP_metabinner_8	0	0	0	3795	81.2	435	0	41.4	1502	4588754	0	15648	2	4	0	0	0	1	0	0	0	1	42
GL74_UP_metabinner_87_sub	0	0	0	6183	88.7	683	0	67.2	4327	6469044	0	11049	1	3	0	0	0	2	0	0	0	0	28
GL75_DN_concoct_134	0	0	0	2393	84.5	576	0	62.7	1130	2168425	0	4287	3	2	0	0	0	1	0	0	2	0	26
GL75_DN_concoct_2	0	0	1	1779	76.2	566	0	59	951	1757636	0	3477	1	1	0	0	0	8	1	0	0	0	35
GL75_DN_concoct_248	0	0	0	2538	80.5	626	0	65.9	1168	2495687	0	4662	2	2	0	0	0	3	0	0	1	1	24
GL75_DN_concoct_31	0	0	1	4731	81.9	1001	0	59.9	2645	5079732	0	6019	3	2	0	0	0	5	1	0	0	0	31
GL75_DN_concoct_47	1	2	0	1722	81.8	297	0	42.7	1358	1742333	0	7870	0	1	0	0	0	0	4	0	0	0	26
GL75_DN_concoct_75	0	0	0	3117	81.3	909	0	66.3	1376	3072476	0	3743	2	6	0	0	0	1	0	0	2	0	18
GL75_DN_metabat_86	1	1	1	1971	61.7	18	0	40	1653	988412	0	119161	0	1	0	0	0	175	3	0	0	0	39
GL75_DN_metabinner_1	1	1	0	2619	83.7	229	3	47.3	885	2844071	0	17343	3	8	0	0	0	0	3	0	0	1	41
GL75_UP_concoct_106	0	0	1	4736	84.7	564	0	64.5	1423	5361321	0	12810	12	9	0	0	0	10	2	0	0	0	49
GL75_UP_concoct_12	0	0	0	1894	78.5	556	0	53.8	727	1806348	0	3561	7	2	0	0	0	0	0	0	0	1	23
GL75_UP_concoct_133	0	0	0	1881	76.1	537	0	36.2	969	1967943	0	4220	3	3	0	0	0	0	0	0	0	0	17
GL75_UP_concoct_206	0	0	2	2496	79.9	661	0	66.6	1239	2457544	0	4088	4	1	0	0	0	1	2	0	1	0	25
GL75_UP_concoct_210	1	1	1	5446	89	321	3	71	3031	5947839	0	25969	2	4	0	0	0	8	3	0	0	1	50
GL75_UP_concoct_54	0	0	0	2449	82.3	497	0	60.1	1006	2326376	0	5762	4	3	0	0	0	6	0	0	0	1	24
GL75_UP_metabat_95_sub	0	0	0	3027	85.3	542	0	68.4	1022	3016350	0	6297	6	4	0	0	0	8	0	0	0	1	28
GL75_UP_metabinner_27_sub	0	0	2	1452	76.1	293	0	48.5	1096	1352637	0	5321	2	1	0	0	0	1	2	0	0	0	26
GL75_UP_metabinner_4_sub	0	0	0	2157	77.4	429	0	34.5	838	2447139	0	7088	2	26	0	0	0	5	0	0	0	0	18
GL75_UP_metabinner_8	0	0	0	2338	79.2	597	0	52.5	1659	2435958	0	4387	0	3	0	0	0	0	0	0	0	0	17
GL77_DN_metabinner_2	0	0	0	5487	70.2	1633	2	52	3668	6569875	0	4283	3	1	0	0	0	4	0	0	0	0	24
GL79_DN_concoct_179	0	0	0	3584	74.1	1413	0	63.8	2441	3622450	0	2601	2	4	0	0	0	7	0	0	0	0	31
GL79_DN_concoct_59_sub	0	0	0	3855	84.9	537	1	49.8	1438	3742899	0	10239	11	10	0	0	0	11	0	0	0	1	51
GL79_DN_metabat_88_sub	0	0	0	3885	85.9	610	0	60.3	1094	3920943	0	7723	4	5	0	0	0	15	0	0	0	1	31
GL79_DN_metabinner_11_sub	0	0	0	703	76.6	147	1	42.8	442	707949	0	5909	0	2	0	0	0	0	0	0	0	1	56
GL79_DN_metabinner_28	1	1	0	754	75.7	159	0	39.6	426	830728	0	6052	0	0	0	0	0	10	3	0	0	0	33
GL79_UP_concoct_1	0	0	0	4103	79.2	494	4	49.4	1790	4197501	0	12225	5	12	0	0	0	21	0	0	0	1	41
GL79_UP_concoct_27	0	0	0	1439	75.8	389	0	45.4	577	1443028	0	4413	17	1	0	0	0	3	0	0	0	0	29
GL79_UP_concoct_66_sub	0	0	11	9201	68.7	2048	0	47.9	9078	7898598	0	4399	0	0	0	0	0	1	11	0	0	0	39
GL79_UP_concoct_75	0	0	0	3006	75.3	677	2	36.8	1799	3618495	0	7226	4	12	0	0	0	4	0	0	0	1	31
GL79_UP_metabinner_1	0	0	0	3653	80.7	444	2	41.2	1182	3854596	0	11864	5	7	0	0	0	54	0	0	0	1	38
GL79_UP_metabinner_10	0	0	0	2550	83.1	396	1	54.5	790	2723766	0	10709	5	5	0	0	0	11	0	0	0	0	20
GL79_UP_metabinner_7	0	0	0	2683	79.2	559	0	58.5	1617	2624096	0	5293	7	1	0	0	0	2	0	0	0	1	39
GL79_UP_metabinner_8	0	0	0	1821	76.4	443	0	38.9	812	2108983	0	5508	6	3	0	0	0	0	0	0	0	0	32
GL80_DN_concoct_136_sub	0	0	0	4504	71.8	1682	0	53.4	2868	4649741	0	2829	3	13	0	0	0	3	0	0	0	1	36
GL80_DN_metabinner_25_sub	0	0	0	2195	87	435	0	63	968	2112452	0	5663	2	3	0	0	0	3	0	0	0	0	28
GL80_DN_metabinner_5	0	0	0	1000	74	202	0	47.5	648	1015625	0	6080	0	1	0	0	0	2	0	0	0	0	24
GL80_UP_concoct_13	1	0	0	2879	88.7	248	2	57.9	928	2856112	0	17029	3	3	0	0	0	2	1	0	0	1	40
GL80_UP_concoct_146	0	0	1	1501	81.2	423	2	62.8	560	1378189	0	3526	4	2	0	0	0	3	1	0	0	1	27
GL80_UP_concoct_205	0	0	1	3394	89	465	0	64.8	1271	3418689	0	9857	4	2	0	0	0	4	1	0	0	0	38
GL80_UP_concoct_3	0	0	0	2888	83	682	0	62.6	1649	2602690	0	4535	5	3	0	0	0	0	0	0	1	0	28
GL80_UP_concoct_86	0	0	0	3247	82.2	803	0	64.3	1411	3474103	0	4735	4	2	0	0	0	3	0	0	0	0	28
GL81_UP_concoct_89	0	0	0	3678	80.1	974	2	60	1389	3631289	0	4226	6	8	0	0	0	8	0	0	0	0	32
GL81_UP_metabat_51	0	0	0	2438	88.5	89	1	53.6	874	2584253	0	47693	7	6	0	0	0	2	0	0	0	1	30
GL82_DN_concoct_127	0	1	1	4644	81.8	954	0	66.8	3580	4823052	0	6252	3	3	0	0	0	0	2	0	0	0	36
GL82_DN_concoct_170_sub	0	0	1	2801	79.5	700	2	51.1	1092	2580334	0	4107	11	4	0	0	0	5	1	0	0	0	32
