Row.names	sub_grp_6	d	p	c	o	f	g	s	
1748	GL124_DN_metabat_99	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__UBA11704	s__
1753	GL124_DN_metabinner_20	5	d__Bacteria	p__Patescibacteria	c__Microgenomatia	o__UBA1400	f__PJMF01	g__UBA9650	s__
1779	GL124_UP_metabinner_16	5	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__SZUA-47	g__RFTN01	s__
1953	GL16_Down_concoct_99_sub	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__Moranbacterales	f__UBA1568	g__SSEF01	s__
1955	GL16_Down_metabinner_2	5	d__Bacteria	p__Patescibacteria	c__UBA1384	o__CAILIB01	f__CAILIB01	g__	s__
1959	GL16_UP_metabinner_2	5	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__	f__	g__	s__
1961	GL17_Up_concoct_71	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA6899	g__MHLP01	s__
1965	GL22_DN_metabinner_3	5	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA5946	g__RZYF01	s__
1968	GL22_UP_metabat_32	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
1970	GL24_UP_concoct_125	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
1974	GL24_UP_metabinner_8	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
1988	GL27_UP_concoct_212	5	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__JACDBH01	g__JACDBH01	s__
1995	GL28_DN_metabat_48	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
2002	GL28_UP_metabat_94	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
2042	GL32_UP_concoct_49	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__SBAW01	g__GWA1-54-10	s__
2092	GL36_UP_metabinner_15	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
2095	GL36_UP_metabinner_9	5	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__UBA6186	f__UBA6186	g__JAGOUJ01	s__
2108	GL44_UP_concoct_98_sub	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
2111	GL44_UP_metabat_15	5	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__	s__
2135	GL47_Down_metabinner_12	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__Absconditabacterales	f__X112	g__	s__
2141	GL47_Up_metabat_157	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
2143	GL47_Up_metabat_76	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA9973	g__UBA8515	s__
2148	GL48_Down_metabinner_4	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
2152	GL49_Down_concoct_151_sub	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
2156	GL49_Down_metabat_68_sub	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
2157	GL49_Down_metabat_72	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
2159	GL49_Down_metabinner_19	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__	g__	s__
2160	GL49_Down_metabinner_20	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__UBA11704	s__
2161	GL49_Down_metabinner_27	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
2179	GL51_DN_metabat_136	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
2180	GL51_DN_metabat_148	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
2182	GL51_DN_metabinner_26	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
2183	GL51_DN_metabinner_28	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
2199	GL52_DN_metabat_56	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__	s__
2253	GL54_UP_metabat_18_sub	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
2254	GL54_UP_metabat_24	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
2260	GL54_UP_metabinner_14	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
2273	GL56_Down_metabinner_2	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
2283	GL6_UpB_metabinner_11_sub	5	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__AQU-01	g__AQU-01	s__
2292	GL61_DN_metabat_25	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA9973	g__UBA4124	s__
2293	GL61_DN_metabat_65	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA6899	g__MHLP01	s__
2319	GL65_DN_metabinner_21	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
2333	GL68_DN_metabinner_17	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
2368	GL72_DN_metabinner_43	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__	s__
2398	GL72_UP_metabat_91	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA9973	g__UBA8515	s__
2406	GL72_UP_metabinner_32	5	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__RGVC01	s__
2416	GL73_DN_concoct_161	5	d__Bacteria	p__Patescibacteria	c__Gracilibacteria	o__Peribacterales	f__Peribacteraceae	g__SICN01	s__
2432	GL73_UP_concoct_64	5	d__Bacteria	p__Patescibacteria	c__CPR2	o__UBA1875	f__CAIMLA01	g__	s__
2434	GL73_UP_metabinner_6	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
2443	GL74_DN_concoct_258_sub	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2103	g__C7867-001	s__
2447	GL74_DN_concoct_41_sub	5	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA1547	g__UBA1547	s__
2457	GL74_DN_metabinner_22	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__	s__
2468	GL74_UP_concoct_124_sub	5	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__SZUA-46	s__
2482	GL74_UP_metabat_189	5	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__AQU-01	g__	s__
2502	GL75_DN_metabat_86	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JABFSX01	s__
2511	GL75_UP_metabinner_27_sub	5	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__	s__
2518	GL79_DN_metabinner_11_sub	5	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__	s__
2519	GL79_DN_metabinner_28	5	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__JACMRA01	s__
2529	GL80_DN_metabinner_5	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
2542	GL82_DN_metabat_113	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
2546	GL82_DN_metabinner_42_sub	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__UBA11704	s__
2555	GL82_UP_metabat_7	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__Moranbacterales	f__UBA1568	g__UBA1568	s__
2567	GL85_DN_concoct_211_sub	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__SBAW01	g__GWA1-54-10	s__
2580	GL85_DN_metabinner_15	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__SBAW01	g__GWA1-54-10	s__
2583	GL85_DN_metabinner_41_sub	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__UBA11704	s__
2585	GL85_DN_metabinner_53	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__SBAW01	g__GWA1-54-10	s__
2590	GL85_UP_concoct_164	5	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA1547	g__UBA6175	s__
2606	GL86_DN_concoct_6_sub	5	d__Bacteria	p__Patescibacteria	c__ABY1	o__SBBC01	f__CAIJZX01	g__	s__
2613	GL88_DN_metabinner_11	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA6899	g__MHLP01	s__
2656	GL93_DN_concoct_43	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2100	g__UBA10103	s__
2680	GL93_UP_metabat_156	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__UBA11704	s__
2686	GL93_UP_metabinner_59_sub	5	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA1547	g__UBA6175	s__
2691	GL94_DN_metabat_15	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2100	g__UBA10103	s__
2692	GL94_DN_metabinner_14	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
2693	GL94_DN_metabinner_20	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__UBA11704	s__
2694	GL94_DN_metabinner_21	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JABFSX01	s__
2702	GL94_UP_concoct_244_sub	5	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA4665	g__	s__
2712	GL94_UP_metabinner_44	5	d__Bacteria	p__Patescibacteria	c__Saccharimonadia	o__Saccharimonadales	f__UBA1547	g__UBA6175	s__
2715	GL95_DN_concoct_112	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JABFSX01	s__
2746	GL97_DN_metabinner_30_sub	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA2100	g__UBA10103	s__
2766	GL98_UP_metabinner_11	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
2767	GL98_UP_metabinner_12	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
2771	GL98_UP_metabinner_9	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__JAGOMW01	s__
2778	GL99_UP_concoct_123	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__Damh-18	s__
2791	GLR2_GL5_UP_2_concoct_31	5	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__	s__
2792	GLR2_GL5_UP_2_metabat_31	5	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__	s__
2793	GLR2_GL5_UP_2_metabat_66_sub	5	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__	s__
2794	GLR2_GL5_UP_2_metabinner_4	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA5272	g__	s__
2795	GLR20_GL16_DN_1_concoct_1_sub	5	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA918	g__OLB19	s__
2798	GLR20_GL16_DN_1_concoct_119	5	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__	s__
2799	GLR20_GL16_DN_1_concoct_28	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__Absconditabacterales	f__X112	g__	s__
2801	GLR20_GL16_DN_1_metabinner_7	5	d__Bacteria	p__Patescibacteria	c__JAEDAM01	o__BD1-5	f__UBA2023	g__CAIVSN01	s__
2805	GLR21_GL16_DN_2_metabat_2	5	d__Bacteria	p__Patescibacteria	c__JACMRA01	o__JACMRA01	f__JACMRA01	g__JACMRA01	s__
2827	GLR68_GL53_UP_2_metabat_26	5	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__Rickettsiaceae	g__	s__
63	338R_concoct_94	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
96	341R_concoct_147	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Limnoglobus	s__
109	GFS_10023	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
133	GFS_10199	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Limnoglobus	s__
252	GFS_11543	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Urbifossiella	s__
253	GFS_11547	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXXK01	s__
254	GFS_11554	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Pirellula_B	s__
267	GFS_11651	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Schlesneria	s__
270	GFS_11693	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXXK01	s__
278	GFS_11779	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Limnoglobus	s__
339	GFS_12324	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
390	GFS_12672	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__TH-plancto1	s__
420	GFS_12863	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__TH-plancto1	s__
423	GFS_12867	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXXK01	s__
427	GFS_12895	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXXK01	s__
450	GFS_13068	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Pirellula_B	s__
467	GFS_13292	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
481	GFS_13386	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Limnoglobus	s__
482	GFS_13392	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
486	GFS_13405	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
493	GFS_13437	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Isosphaerales	f__Isosphaeraceae	g__	s__
535	GFS_13877	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXXK01	s__
538	GFS_13914	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
545	GFS_13968	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__	g__	s__
554	GFS_14120	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
558	GFS_14147	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
599	GFS_1605	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__TH-plancto1	s__
606	GFS_1657	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__TH-plancto1	s__
643	GFS_2055	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Pirellula_B	s__
655	GFS_2131	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
674	GFS_2210	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
675	GFS_2216	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__TH-plancto1	s__
678	GFS_2221	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
679	GFS_223	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXXK01	s__
693	GFS_2344	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Urbifossiella	s__
696	GFS_2361	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Schlesneria	s__
699	GFS_2372	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Pirellula_B	s__
702	GFS_2410	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXKJ01	s__
733	GFS_2625	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Schlesneria	s__
780	GFS_3054	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Pirellula_B	s__
880	GFS_4002	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXXK01	s__
946	GFS_4627	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Schlesneria	s__
949	GFS_4656	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXKJ01	s__
964	GFS_4725	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__UBA10511	g__JACQFH01	s__
1002	GFS_5130	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Pirellula_B	s__
1009	GFS_5274	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
1018	GFS_5304	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
1027	GFS_5396	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
1029	GFS_5413	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Telmatocola	s__
1032	GFS_5441	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXXK01	s__
1034	GFS_5455	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__	g__	s__
1038	GFS_5468	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Zavarzinella	s__
1042	GFS_5483	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
1045	GFS_5507	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Anatilimnocola	s__
1046	GFS_5508	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Urbifossiella	s__
1050	GFS_5523	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
1077	GFS_5688	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Pirellula_B	s__
1078	GFS_5689	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Pirellula_B	s__
1082	GFS_5712	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__	s__
1106	GFS_5806	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__TH-plancto1	s__
1119	GFS_5889	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Schlesneria	s__
1222	GFS_6685	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__
1252	GFS_6871	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Isosphaerales	f__Isosphaeraceae	g__	s__
1278	GFS_7148	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXXK01	s__
1285	GFS_7177	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Pirellula_B	s__
1296	GFS_7316	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Limnoglobus	s__
1314	GFS_7524	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Schlesneria	s__
1331	GFS_7656	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Schlesneria	s__
1332	GFS_7658	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__PALSA-1355	g__	s__
1334	GFS_7692	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
1341	GFS_7813	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Isosphaerales	f__Isosphaeraceae	g__	s__
1346	GFS_7859	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
1355	GFS_7991	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Zavarzinella	s__
1513	GFS_9491	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
1526	GFS_9665	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Isosphaerales	f__Isosphaeraceae	g__	s__
1548	GFS_9853	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Isosphaerales	f__Isosphaeraceae	g__	s__
1570	GL103_DN_concoct_198	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__	s__
1635	GL115_DN_metabinner_5_sub	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Pirellula_B	s__
1661	GL117_DN_concoct_140	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__	s__
1685	GL119_DN_concoct_128_sub	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Schlesneria	s__
1741	GL124_DN_metabat_128	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXXK01	s__
1757	GL124_DN_metabinner_32_sub	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__SXOA01	s__
1821	GL137_UP_concoct_28	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	s__
1848	GL14_Down_concoct_38	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__TH-plancto1	s__
1856	GL140_1_concoct_253_sub	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Schlesneria	s__
1984	GL26_UP_metabinner_8_sub	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXXK01	s__
1992	GL28_DN_concoct_152	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__TH-plancto1	s__
2012	GL30_DN_concoct_176_sub	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Pirellula_B	s__
2017	GL30_DN_metabat_39_sub	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXKJ01	s__
2030	GL32_Down_metabinner_12	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__PALSA-1355	g__PALSA-1355	s__
2032	GL32_Down_metabinner_16	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Schlesneria	s__
2050	GL34_DN_concoct_1	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Schlesneria	s__
2057	GL34_DN_metabinner_24_sub	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Pirellula_B	s__
2079	GL35_DN_concoct_169_sub	6	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__SXKJ01	s__
