MAGs	Completeness	Contamination	sum_len	LengthNorm	LengthNorm2
GL79_UP_metabinner_10	76.55	9.09	2723766	3234716.7480078386	3558152.8412802094
GL79_UP_metabinner_7	75.53	0.4	2624096	3460346.3736263737	3474243.3470144314
GL79_UP_metabinner_8	73.18	0.57	2108983	2865484.827685159	2881911.724514894
GL80_DN_concoct_136_sub	73.65	2.04	4649741	6184502.761167685	6313293.957909029
GL80_DN_metabinner_25_sub	73.01	2.46	2112452	2822196.5221202574	2893373.5104780165
GL80_DN_metabinner_5	81.32	7.59	1015625	1154130.6720363996	1248924.0039350714
GL80_UP_concoct_13	98.65	0.2	2856112	2889406.767359351	2895197.161682716
GL80_UP_concoct_146	70.48	1.34	1378189	1929229.9480703746	1955432.7468785471
GL80_UP_concoct_205	77.21	1.17	3418689	4375975.053360963	4427780.080300479
GL80_UP_concoct_3	76.1	1.05	2602690	3384181.0183968465	3420091.9842312746
GL80_UP_concoct_86	72.14	4.61	3474103	4593771.626975326	4815779.040754089
GL81_UP_concoct_89	71.09	8.17	3631289	4690691.642565763	5108016.598677733
GL81_UP_metabat_51	81.55	1.17	2584253	3131842.1090128757	3168918.4549356224
GL82_DN_concoct_127	81.05	1.69	4823052	5850144.875015424	5950711.906230723
GL82_DN_concoct_170_sub	70.68	9.4	2580334	3307558.8624787773	3650727.2212790037
GL82_DN_concoct_219	77.26	1.97	4650848	5901147.158167226	6019735.956510483
GL82_DN_concoct_65	80.05	2.91	3704060	4492531.985009369	4627183.0106183635
GL82_DN_concoct_89_sub	82.25	3.08	5926743	6983828.955136777	7205766.5653495435
GL82_DN_metabat_113	85.97	0.08	780359	906984.6606955915	907710.8293590788
GL82_DN_metabat_121_sub	78.94	5.37	4252631	5097877.774638967	5387168.73574867
GL82_DN_metabat_42_sub	71.19	2.63	3274017	4478031.1179941	4598984.407922461
GL82_DN_metabinner_32_sub	76.48	4.61	2854602	3560414.288441422	3732481.694560669
GL82_DN_metabinner_42_sub	70.62	1.84	699747	972630.4944774851	990862.3619371282
GL82_UP_concoct_14	71.85	1.7	4313824	5901863.593597773	6003930.410577592
GL82_UP_concoct_151	72.85	6.23	3011288	3876025.7482498283	4133545.641729581
GL82_UP_concoct_180_sub	85.48	1.03	3380248	3913700.802058961	3954431.4459522692
GL82_UP_concoct_189_sub	81.17	2.43	4030796	4845198.542811384	4965869.163484046
GL82_UP_concoct_81	87.53	3.72	3672410	4039525.1319547584	4195601.508054381
GL82_UP_concoct_82	73.11	0.88	3437679	4660685.849815346	4702064.013130899
GL82_UP_concoct_91	83.18	0.45	3151076	3771214.424140418	3788261.601346477
GL82_UP_concoct_93	70.69	1.44	3789053	5282912.203706323	5360097.609279955
GL82_UP_metabat_7	94.49	0.35	834175	879728.4236427137	882818.2876494868
GL82_UP_metabinner_14_sub	80.26	0.81	3044762	3762894.8764016945	3793623.224520309
GL82_UP_metabinner_2_sub	80.33	1.24	2249134	2765149.680567659	2799868.044317192
GL82_UP_metabinner_20_sub	73.62	2.71	1924567	2543345.876528117	2614190.437381146
GL82_UP_metabinner_7	72.42	1	1579267	2158898.5501242746	2180705.606186136
GL85_DN_concoct_0_sub	85.85	1.44	4065722	4667647.7614443805	4735843.913803145
GL85_DN_concoct_11	89.96	3.74	7986375	8545669.825477991	8877695.642507782
GL85_DN_concoct_146_sub	78.62	1.22	3997599	5022676.535487153	5084709.9974561175
GL85_DN_concoct_172	77.09	2.73	2289086	2888304.517057984	2969368.2708522505
GL85_DN_concoct_174_sub	81.93	1.64	2945063	3535657.2278774567	3594608.81240083
GL85_DN_concoct_176_sub	86.37	2.53	3291592	3714617.022577283	3811036.2394349882
GL85_DN_concoct_207	79.89	1.18	3346966	4140032.295906872	4189468.018525473
GL85_DN_concoct_211_sub	84.84	8.21	1100010	1190121.6159830268	1296570.0141442716
GL85_DN_concoct_218	95.67	1.55	5658198	5822615.16776419	5914286.61022264
GL85_DN_concoct_230	86.53	1.47	3885898	4424795.214838784	4490810.1236565355
GL85_DN_concoct_3	88.87	2.7	6317979	6917287.686508383	7109237.087881175
GL85_DN_concoct_37	82.97	2.83	5972097	6994198.692177896	7197899.240689406
GL85_DN_concoct_39	93.24	1.69	3236542	3412531.574646075	3471194.7661947664
GL85_DN_concoct_86	88.84	1.98	3336002	3680717.1999099506	3755067.53714543
GL85_DN_metabat_129_sub	93.65	0.63	5851774	6209191.482968499	6248557.39455419
GL85_DN_metabat_141	97.84	2.01	4355042	4361718.781479968	4451187.653311529
GL85_DN_metabat_19_sub	88.46	3.16	4361424	4774590.777300474	4930391.137237169
GL85_DN_metabat_26	84.32	3.22	2674762	3070012.6465844405	3172156.072106262
GL85_DN_metabat_86	100	0.75	3464417	3438433.8725	3464417
GL85_DN_metabinner_10	87.84	3.33	6704091	7378010.894467212	7632161.885245901
GL85_DN_metabinner_15	89.52	0.39	1056744	1175851.9865951743	1180455.7640750671
GL85_DN_metabinner_16	78.1	1.65	2351706	2961463.3175416137	3011147.2471190784
GL85_DN_metabinner_2	96.84	2.34	5714878	5763269.160264354	5901361.007847997
GL85_DN_metabinner_41_sub	82.39	5.79	1167230	1334685.4994538173	1416713.1933487074
GL85_DN_metabinner_5	94.62	1.13	2917358	3048395.534347918	3083236.1023039524
GL85_DN_metabinner_53	85.93	1.04	815670	939354.162690562	949226.1142790642
GL85_UP_concoct_103	92.2	1.03	3206992	3442472.8659436014	3478299.3492407813
GL85_UP_concoct_105_sub	95.73	2.04	3331859	3409473.5990807475	3480475.295100804
GL85_UP_concoct_110	79.57	2.71	3299262	4033997.7375895437	4146364.2076159357
GL85_UP_concoct_158	92.33	1.19	6328248	6772383.676811438	6853945.629806131
GL85_UP_concoct_164	94.4	1.11	934214	978648.5430084744	989633.474576271
GL85_UP_concoct_166	92.15	1.12	3142445	3371947.4943027673	3410141.0743353227
GL85_UP_concoct_189_sub	71.9	8.35	2895476	3690825.805285118	4027087.621696801
GL85_UP_concoct_211	84.79	1.08	3453947	4029536.94114872	4073531.076777922
GL85_UP_concoct_215_sub	76.73	3.34	3157179	3977230.837221426	4114660.4978496027
GL85_UP_concoct_52	94.83	1.81	4172537	4320377.602341031	4400017.926816408
GL85_UP_concoct_71	74.42	2.67	1986632	2598211.4023112063	2669486.6971244286
GL85_UP_concoct_74	81.68	4	2434302	2861079.7257590597	2980291.3809990208
GL85_UP_metabat_129	72.85	0.84	2308392	3142074.8211393277	3168691.8325326014
GL85_UP_metabat_142	97.98	1.33	3215883	3238530.063380282	3282183.0985915493
GL85_UP_metabat_21_sub	72.98	0.4	2466974	3366821.1893669497	3380342.559605371
GL85_UP_metabat_97_sub	86.04	6.43	5803041	6310908.25627615	6744585.076708508
GL85_UP_metabinner_10_sub	91.96	1	3044864	3277963.6363636367	3311074.3801652896
GL85_UP_metabinner_2	80.4	1.03	2578494	3174049.1440298506	3207082.0895522386
GL85_UP_metabinner_48	82.56	4.87	5679237	6543917.342659884	6878920.784883721
GL86_DN_concoct_157	72.19	1.9	1852007	2516718.1978113316	2565461.9753428455
GL86_DN_concoct_6_sub	79.14	0.23	802938	1012245.6944655043	1014579.2266868841
GL86_DN_metabat_16_sub	85.66	4.85	4289477	4764694.566308662	5007561.288816251
GL86_UP_concoct_125	71.61	2.19	4986103	6810371.937299259	6962858.539310152
GL86_UP_concoct_8	78.06	5.38	2879417	3490269.4919292848	3688722.7773507554
GL88_DN_concoct_77	84.42	1.16	2871500	3361988.391376451	3401445.1551764985
GL88_DN_concoct_96_sub	76.01	2.98	1431191	1826787.9334298116	1882898.3028548874
GL88_DN_metabat_77	79.28	8.69	5581342	6428258.5522199795	7040037.840565085
GL88_DN_metabinner_11	86.7	3.37	1082315	1206275.6453287199	1248344.8673587083
GL88_DN_metabinner_4	88.2	2.61	3088821	3410660.7391156466	3502064.6258503404
GL88_UP_metabat_31_sub	73.99	9.25	3476946	4264533.7140154075	4699210.70414921
GL88_UP_metabat_53	94.74	0.44	6090129	6399970.901836606	6428255.2248258395
GL90_DN_concoct_106	78.74	1.51	1304618	1631849.4643129287	1656868.1737363476
GL90_DN_metabat_18_sub	95.85	4.93	3392544	3364936.4431924885	3539430.3599374024
GL90_DN_metabat_74	73.42	4.73	4234702	5494961.312176518	5767777.172432579
GL90_DN_metabinner_6	70.07	0.07	1814358	2587538.1038961043	2589350.6493506497
GL90_UP_concoct_10	80.43	0.18	2901755	3601307.7719756304	3607801.815243068
GL90_UP_concoct_194	71.34	1.39	2276601	3146840.827165685	3191198.486122792
GL90_UP_concoct_198	82.75	3.23	3216350	3761283.256797583	3886827.7945619333
GL90_UP_metabinner_12_sub	72.61	2.55	3354265	4501764.553780471	4619563.421016389
GL90_UP_metabinner_2	91.37	0.36	3102198	3382981.3803217686	3395204.1151362592
GL90_UP_metabinner_46	71.09	5.41	2191091	2915393.1311014206	3082136.728091152
GL90_UP_metabinner_5	90.66	1.25	3355433	3654853.3945510695	3701117.3615707033
GL91_DN_concoct_57	71.19	0.66	2019841	2818527.9525214215	2837253.8277848014
GL91_DN_metabinner_18	83.31	2.45	3837928	4493936.8191093495	4606803.504981394
GL91_DN_metabinner_3	99.89	0.92	3317957	3291051.9527480234	3321610.7718490344
GL91_DN_metabinner_8_sub	93.11	0.77	4214113	4491101.202770916	4525951.025668564
GL91_UP_concoct_143	88.73	2.17	4528310	4992725.879634847	5103471.204778542
GL91_UP_metabat_169	92.78	2.25	2154696	2270117.8486742834	2322371.200689804
GL91_UP_metabinner_10	85.19	1.7	3218790	3714133.7833079	3778366.005399695
GL92_DN_concoct_144	77.8	4.26	3515595	4326260.479434447	4518759.640102828
GL92_DN_concoct_150_sub	80.78	1.66	1912887	2328711.40851696	2368020.5496410006
GL92_DN_metabat_77_sub	82.32	8.95	3356435	3712383.4639212834	4077301.992225462
GL92_DN_metabat_85_sub	84.04	9.34	3172625	3422539.058781532	3775136.83960019
GL92_DN_metabinner_6	84.14	0.9	2634553	3102973.642738293	3131154.0289992867
GL92_UP_concoct_102	93.89	1.16	4665866	4911856.37916711	4969502.609436574
GL92_UP_concoct_17_sub	70.19	9.47	3416393	4406412.00014247	4867350.049864653
GL92_UP_concoct_173	77.6	2.07	2849208	3595656.4360824744	3671659.7938144333
GL92_UP_concoct_255	73.59	6.83	2772753	3510495.950672645	3767839.3803505907
GL92_UP_concoct_44_sub	70.89	3.05	2886996	3948289.775708845	4072501.057977148
GL92_UP_concoct_46_sub	74.17	8.44	2556748	3156206.6452743695	3447145.746258595
GL92_UP_concoct_71	77.74	2.74	3127644	3912974.72909699	4023210.702341137
GL92_UP_metabat_154	81.74	3.39	4668916	5518277.1563494	5711910.93711769
GL92_UP_metabat_68	77.7	0.2	2430023	3121187.842985843	3127442.7284427285
GL92_UP_metabinner_3	90.85	1.36	3864642	4196018.567749037	4253871.216290589
GL92_UP_metabinner_4_sub	89.96	0.83	3423574	3774075.517785683	3805662.5166740776
GL92_UP_metabinner_9_sub	78.01	0.65	2612291	3326895.4089219333	3348661.7100371746
GL93_DN_concoct_103_sub	90.46	1.31	5800393	6328109.497789078	6412108.114083573
GL93_DN_concoct_143	72.98	5.08	1358854	1767366.698821595	1861953.959989038
GL93_DN_concoct_150	74.88	3.4	3403187	4390329.383012821	4544854.433760684
GL93_DN_concoct_26	89.21	1.24	3226526	3571928.1219594213	3616776.1461719535
GL93_DN_concoct_43	81.69	3.81	803917	946612.5135267476	984106.9898396378
GL93_DN_concoct_93	71.02	1.9	1479757	2043989.8859476203	2083577.865390031
GL93_DN_metabat_44_sub	75.29	1.68	3566097	4656908.71350777	4736481.604462744
GL93_DN_metabat_54_sub	73.65	2.27	2957904	3924996.034215885	4016162.9327902235
GL93_DN_metabat_55	83.43	0.94	2591223	3076669.667745415	3105864.7968356702
GL93_DN_metabinner_11_sub	81.45	5.02	4756585	5546721.219152854	5839883.36402701
GL93_DN_metabinner_15	81.61	1.27	4114920	4978140.566107094	5042176.203896581
GL93_DN_metabinner_17	86.66	0.11	2777774	3201844.5056542815	3205370.413108701
GL93_DN_metabinner_2	87.36	0.31	4944137	5641953.039491758	5659497.481684981
GL93_UP_concoct_124	97.53	0.29	3404841	3480946.3355890494	3491070.439864657
GL93_UP_concoct_135	71.41	9.03	3846543	4900154.274051253	5386560.705783503
GL93_UP_concoct_182	84.41	0.45	2684350	3165822.088615093	3180132.6857007463
GL93_UP_concoct_187	80.82	1	2299560	2816832.962138085	2845285.8203415
GL93_UP_concoct_19_sub	77.23	1.02	2701012	3461688.0455781426	3497361.129094911
GL93_UP_concoct_237_sub	83.66	0.23	3429292	4089654.1099689216	4099081.9985656226
GL93_UP_concoct_250	81.19	1.78	5334749	6453738.721271093	6570697.130188447
GL93_UP_concoct_265	92.46	0.22	2565973	2769119.4672290725	2775224.9621457933
GL93_UP_concoct_270_sub	73.11	0.11	2998621	4097007.956367118	4101519.6279578716
GL93_UP_concoct_4	76.93	1.68	2872129	3670710.0387365134	3733431.6911477963
GL93_UP_concoct_57_sub	74.64	8.4	3786552	4646947.524115756	5073086.8167202575
GL93_UP_concoct_71_sub	84.33	4.64	3582265	4050809.799596823	4247912.960986601
GL93_UP_concoct_86	75.68	3.8	3601675	4578239.098837209	4759084.302325581
GL93_UP_concoct_99	70.55	1.37	2992118	4183027.61644224	4241131.112686039
GL93_UP_metabat_12	87.27	3.28	3054746	3385528.052251633	3500339.177265956
GL93_UP_metabat_156	97.14	0.17	906834	931946.0389129092	933533.0450895615
GL93_UP_metabat_23	83.67	0.89	4192778	4966490.110911916	5011088.801242978
GL93_UP_metabat_6_sub	87.64	4.01	4336659	4749839.085006846	4948264.491099955
GL93_UP_metabinner_28_sub	75.21	4.28	4445187	5657403.266055047	5910366.9724770645
GL93_UP_metabinner_34_sub	79.26	4.94	3346824	4013993.0537471613	4222588.947766843
GL93_UP_metabinner_38_sub	77.22	7.49	2516094	3014294.948717949	3258344.9883449883
GL93_UP_metabinner_59_sub	72.28	1.04	786371	1076636.3331488657	1087951.0237963477
GL94_DN_concoct_164	78.69	4.02	3390520	4135495.102300165	4308705.045113738
GL94_DN_concoct_230	84.8	4.61	5123977	5763869.882429245	6042425.70754717
GL94_DN_concoct_89	87.96	0.06	4327831	4917274.103456116	4920226.2391996365
GL94_DN_concoct_97_sub	75.16	1.35	1817337	2385315.261442257	2417957.6902607772
GL94_DN_metabat_15	97.75	0.07	1245101	1272868.9813810743	1273760.6138107418
GL94_DN_metabinner_14	82.32	1.89	1143201	1362481.1723760935	1388728.1341107874
GL94_DN_metabinner_20	86.5	1.58	789658	898475.611098266	912899.421965318
GL94_DN_metabinner_21	70.97	1.93	763625	1055216.3414118644	1075982.8096378753
GL94_DN_metabinner_22_sub	84.19	5.84	2097171	2345523.474997031	2490997.7431999054
GL94_DN_metabinner_27	76.76	5.32	3583889	4420565.535695675	4668953.882230328
GL94_UP_concoct_117	93.81	2.56	3739835	3884548.7943716026	3986605.905553779
GL94_UP_concoct_149	89.34	0.74	7349738	8165827.108573987	8226704.723528095
GL94_UP_concoct_2_sub	86.19	4.28	2390887	2655246.590555749	2773972.618633252
GL94_UP_concoct_201_sub	96.88	3.26	3589515	3584327.839595376	3705114.574731627
GL94_UP_concoct_236	96.34	0.36	5743566	5940304.299771641	5961766.65974673
GL94_UP_concoct_244_sub	74.3	3.21	725999	945752.9368775237	977118.4387617767
GL94_UP_concoct_254	84.23	2.99	7348075	8462979.41054256	8723821.678736791
GL94_UP_concoct_54	80.49	0.63	2673871	3301063.0049695615	3321991.5517455586
GL94_UP_concoct_84	80.94	4.73	5554837	6538291.586236719	6862907.091672844
GL94_UP_metabat_141	78.64	2.05	2739976	3412775.295015259	3484201.4242115966
GL94_UP_metabat_21	75.93	1.56	2395345	3105462.423284604	3154675.3588831816
GL94_UP_metabinner_1	90.13	0.36	3055430	3377821.426827915	3390025.518695218
GL94_UP_metabinner_18	91.98	1.29	3259924	3498446.3800826264	3544166.1230702326
GL94_UP_metabinner_3	98.77	0.16	5077776	5132784.811582464	5141010.428267692
GL94_UP_metabinner_30_sub	85.94	4.21	2882686	3213084.6164766117	3354300.674889458
GL94_UP_metabinner_44	70.97	0.44	475321	666802.293363393	669749.1897985064
GL94_UP_metabinner_55_sub	73.33	7.67	3853479	4851925.76121642	5254982.953770626
GL94_UP_metabinner_9	79.86	1.22	3061920	3787333.5537190083	3834109.6919609318
GL95_DN_concoct_112	90.64	0.52	973576	1068527.5869373346	1074112.9744042365
GL95_DN_concoct_12_sub	77.91	4.67	2577914	3154313.202669747	3308835.836221281
GL95_DN_concoct_183	75.03	7.02	2069435	2564521.7419698783	2758143.4093029452
GL95_DN_metabat_18	70.63	2.34	2940699	4066100.302137902	4163526.8299589413
GL95_UP_concoct_109_sub	76.67	3.03	3613983	4570861.243119865	4713685.926698839
GL95_UP_concoct_160	72.47	4.67	5539354	7286692.656547538	7643651.1659997245
GL95_UP_concoct_247	84.9	2.01	4566419	5270475.828150765	5378585.394581861
GL95_UP_concoct_37	78.24	1.34	3415078	4306385.422801636	4364874.7443762785
GL95_UP_concoct_7	78.24	0.16	2288956	2920876.3680981593	2925557.2597137014
GL95_UP_concoct_70_sub	75.83	1.11	3519672	4590008.757483846	4641529.737570883
GL95_UP_concoct_73_sub	81.8	1.69	4398284	5286006.112958436	5376875.305623473
GL95_UP_metabat_143	96.87	4.85	4717946	4634175.306080313	4870389.181377103
GL95_UP_metabat_47	85.51	2.9	3309840	3758454.730440884	3870705.180680622
GL95_UP_metabat_55_sub	82.33	3.8	4517666	5278749.777723794	5487265.881209766
GL95_UP_metabinner_1	99.83	0.49	2812365	2803350.1066813585	2817154.162075529
GL95_UP_metabinner_14	87.53	0.36	2211834	2517846.9068890666	2526943.9049468753
GL95_UP_metabinner_16	82.94	4.57	3381936	3891224.40897034	4077569.3272244995
GL95_UP_metabinner_37	71.84	4.48	3365233	4474485.748329621	4684344.376391982
GL95_UP_metabinner_8	86.14	0.65	3204841	3696319.402716508	3720502.670071976
GL96_DN_concoct_71	70.01	5.98	1768485	2374988.711612627	2526046.2791029853
GL96_DN_metabinner_2	91.96	3.64	2803381	2937514.0622009574	3048478.686385385
GL96_DN_metabinner_9_sub	72.35	5.36	3000267	3924606.3425017283	4146879.060124396
GL96_UP_concoct_150	75.23	0.5	3590412	4748717.187292303	4772580.087730958
GL96_UP_concoct_23	78.14	2.03	2017419	2529390.061812132	2581800.614282058
GL96_UP_concoct_44	95.88	0.87	2530396	2616167.662494785	2639128.07676262
GL96_UP_metabat_10_sub	73.46	6.77	2665545	3382912.61026409	3628566.5668390966
GL97_DN_concoct_123	95.34	6.27	3662819	3600965.228340675	3841849.171386616
GL97_DN_concoct_170	75.04	0.59	2966103	3929374.9897388057	3952695.8955223877
GL97_DN_concoct_74_sub	70.66	1.63	3275721	4560326.5605717525	4635891.593546561
GL97_DN_metabinner_14_sub	75.82	7.26	3342066	4087881.836454761	4407895.014508045
GL97_DN_metabinner_3	92.26	1	2185203	2344841.7190548447	2368526.9889442874
GL97_DN_metabinner_30_sub	93.67	9.79	1570017	1512023.418063414	1676115.0848724244
GL97_DN_metabinner_5_sub	77.69	0.64	3383122	4326773.097181105	4354642.811172609
GL97_DN_metabinner_6_sub	78.45	2.3	2223514	2769118.136392607	2834307.2020395156
GL97_UP_metabat_16	94.56	6.53	7523713	7436986.612838409	7956549.2808798645
GL97_UP_metabat_24_sub	75.99	4.06	2208468	2788267.1393604423	2906261.350177655
GL97_UP_metabat_53_sub	74.77	0.72	2908804	3862325.279122643	3890335.6961348136
GL97_UP_metabat_92	71.42	9.84	1095102	1382447.4421730607	1533326.7992159058
GL97_UP_metabinner_1	87.71	3.94	2772494	3036435.681678258	3160978.223691711
GL97_UP_metabinner_3	91.02	2.74	3433006	3668360.3994726436	3771705.1197539004
GL98_DN_concoct_111	72.65	2.7	2245197	3006987.860977288	3090429.4562973157
GL98_DN_concoct_155	70.81	2.24	4144694	5722147.796074	5853260.838864567
GL98_DN_concoct_206	89.71	2.57	4822702	5237719.940474863	5375880.057964552
GL98_DN_metabat_112	97.76	1.39	3013491	3039692.589095745	3082539.8936170214
GL98_DN_metabinner_26	75.28	5.35	4607454	5792979.823326248	6120422.422954303
GL98_UP_concoct_145_sub	71.09	1.8	3113700	4301101.983401322	4379940.919960613
GL98_UP_concoct_6_sub	73.03	2.89	2696641	3585797.7202519514	3692511.2967273723
GL98_UP_concoct_80	91.15	1.38	2995954	3241480.893911135	3286839.275918815
GL98_UP_metabat_4	96.57	1.77	3310775	3367685.909185047	3428368.0231956095
GL98_UP_metabinner_1	97.22	1.87	3494695	3527406.092882123	3594625.59144209
GL98_UP_metabinner_10	72.09	8.04	1351277	1723726.3548342348	1874430.5728949923
GL98_UP_metabinner_11	94.01	2.57	826932	857015.0490373364	879621.3168811827
GL98_UP_metabinner_12	80.62	0.24	1135647	1405261.0359712231	1408641.776234185
GL98_UP_metabinner_31_sub	78.08	8.41	2452635	2877008.7045338117	3141182.1209016396
GL98_UP_metabinner_63	83.64	9.29	3184938	3454157.412482066	3807912.482065997
GL98_UP_metabinner_7	97.77	1.4	2366655	2386746.271862535	2420635.1641607857
GL98_UP_metabinner_9	87.31	4.34	1141556	1250730.1220936892	1307474.5160920857
GL99_DN_concoct_155_sub	77.24	6.13	3690835	4485482.6702485755	4778398.498187467
GL99_DN_concoct_175	84.24	0.3	3606079	4267878.398622982	4280720.560303894
GL99_DN_concoct_236_sub	80.44	9.34	4521980	5096503.06812531	5621556.439582297
GL99_DN_concoct_74	82.95	0.11	3846178	4631642.199156119	4636742.616033755
GL99_DN_concoct_86	99.52	1.1	2541825	2525989.6754421224	2554084.606109325
GL99_DN_metabat_17	77.55	0.79	2351575	3008378.539651837	3032333.9780786587
GL99_UP_concoct_123	70.73	0.6	745458	1047625.126537537	1053948.8194542625
GL99_UP_concoct_160	76.57	0.1	2758094	3598453.5797309657	3602055.635366332
GL99_UP_concoct_187	98.31	1.2	6079972	6110276.000406875	6184489.878954328
GL99_UP_concoct_70	94.35	1.35	2704982	2828261.5188129307	2866965.5537890834
GL99_UP_metabat_4	72.67	1.12	3445957	4688815.579468831	4741925.141048576
GL99_UP_metabat_52_sub	70.63	0.54	1900057	2675628.900184058	2690155.741186465
GL99_UP_metabat_63	99.04	1.84	2325178	2304518.098546042	2347716.0743134087
GL99_UP_metabinner_20	87.36	2.68	3174946	3536924.733516483	3634324.6336996336
GLR1_GL5_UP_1_concoct_72_sub	97.31	5.88	5310422	5136336.6420717295	5457221.251669921
